ID,AGE,GENDER,REGION,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SAFETY_RATING,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,CLAIM_AMOUNT
8575,26-39,female,Wales,0-9y,university,upper_class,0.724,1.0,after_2020,1.0,0.0,54321,11992.0,suv,standard,0,0,0,0.0,0.0
8576,40-64,male,Yorkshire,20-29y,high_school,middle_class,0.507,1.0,2016-2020,0.0,0.0,67890,9458.0,family_sedan,basic,0,0,1,0.0,0.0
8577,26-39,male,East Anglia,10-19y,high_school,middle_class,0.835,1.0,2016-2020,1.0,1.0,54321,11366.0,family_sedan,basic,0,0,0,0.0,0.0
8578,26-39,male,East Midlands,0-9y,university,working_class,0.483,1.0,after_2020,0.0,0.0,32765,5425.0,family_sedan,basic,1,0,0,0.0,0.0
8579,65+,female,Scotland,30y+,university,working_class,0.315,1.0,2010-2015,0.0,1.0,78901,8143.0,small_hatchback,standard,0,0,1,0.0,0.0
8580,16-25,female,London,0-2y,high_school,middle_class,0.279,1.0,before_2010,0.0,1.0,67890,759.0,suv,standard,0,0,0,0.0,0.0
8581,26-39,male,North East,0-9y,high_school,middle_class,0.792,1.0,before_2010,0.0,0.0,54321,4967.0,family_sedan,standard,0,0,0,0.0,0.0
8582,26-39,female,East Midlands,10-19y,high_school,working_class,0.375,1.0,2016-2020,0.0,0.0,78901,10802.0,suv,standard,2,0,0,0.0,0.0
8583,26-39,male,Wales,10-19y,postgraduate,middle_class,0.526,1.0,2016-2020,1.0,1.0,45678,6487.0,small_hatchback,standard,0,0,0,0.0,0.0
8584,26-39,female,Wales,10-19y,high_school,upper_class,0.841,0.0,after_2020,0.0,1.0,67890,13737.0,luxury_sedan,standard,0,0,0,0.0,0.0
8585,26-39,male,Yorkshire,10-19y,high_school,working_class,0.117,1.0,before_2010,0.0,0.0,32765,9982.0,luxury_sedan,standard,0,0,0,1.0,519.77
8586,26-39,male,Wales,10-19y,university,upper_class,0.97,1.0,2016-2020,1.0,1.0,10238,7233.0,small_hatchback,standard,0,0,0,0.0,0.0
8587,26-39,male,Yorkshire,10-19y,none,middle_class,0.658,1.0,2016-2020,1.0,1.0,45678,2863.0,family_sedan,standard,0,0,0,0.0,0.0
8588,26-39,female,South East,0-9y,high_school,middle_class,0.61,1.0,2010-2015,0.0,0.0,78901,10995.0,luxury_sedan,standard,1,0,0,0.0,0.0
8589,26-39,female,North West,0-9y,university,working_class,0.207,1.0,after_2020,0.0,0.0,67890,1303.0,suv,basic,1,1,0,0.0,0.0
8590,65+,male,Yorkshire,30y+,university,middle_class,0.589,0.0,2016-2020,1.0,1.0,78901,6574.0,family_sedan,basic,0,0,1,0.0,0.0
8591,16-25,female,West Midlands,6-9y,high_school,poverty,0.426,1.0,2010-2015,1.0,1.0,54321,8033.0,small_hatchback,standard,2,0,0,1.0,5941.41
8592,65+,male,South West,20-29y,university,working_class,0.201,1.0,2016-2020,1.0,1.0,45678,3750.0,family_sedan,basic,0,0,0,0.0,0.0
8593,16-25,female,Wales,0-2y,high_school,upper_class,0.806,1.0,2010-2015,0.0,0.0,45678,8066.0,sports_car,basic,0,1,2,1.0,468.0
8594,26-39,female,East Midlands,10-19y,high_school,upper_class,0.771,1.0,2010-2015,0.0,0.0,32765,6207.0,family_sedan,standard,0,0,1,0.0,0.0
8595,65+,female,Scotland,30y+,high_school,upper_class,0.766,1.0,after_2020,1.0,1.0,10238,4882.0,family_sedan,advanced,0,0,0,0.0,0.0
8596,40-64,male,London,20-29y,high_school,middle_class,0.299,1.0,2016-2020,0.0,0.0,45678,7410.0,small_hatchback,advanced,2,0,0,0.0,0.0
8597,26-39,male,North West,0-9y,high_school,middle_class,0.782,1.0,before_2010,1.0,0.0,78901,8239.0,family_sedan,basic,1,0,1,0.0,0.0
8598,16-25,male,London,0-2y,none,middle_class,0.713,1.0,2016-2020,0.0,0.0,78901,5022.0,small_hatchback,standard,2,0,0,1.0,4082.74
8599,16-25,female,London,6-9y,postgraduate,working_class,0.34,1.0,before_2010,0.0,0.0,54321,5903.0,small_hatchback,basic,3,0,0,0.0,0.0
8600,16-25,female,West Midlands,0-2y,postgraduate,working_class,0.597,1.0,after_2020,0.0,0.0,54321,2895.0,sports_car,advanced,1,0,0,1.0,742.67
8601,65+,female,Scotland,30y+,high_school,middle_class,0.843,1.0,2016-2020,1.0,0.0,67890,5865.0,luxury_sedan,basic,0,0,0,0.0,0.0
8602,26-39,female,South East,10-19y,high_school,poverty,0.125,1.0,after_2020,0.0,0.0,67890,5441.0,luxury_sedan,advanced,0,0,0,0.0,0.0
8603,26-39,male,Wales,10-19y,high_school,middle_class,0.366,1.0,2016-2020,1.0,1.0,78901,12124.0,sports_car,basic,0,0,0,0.0,0.0
8604,26-39,male,East Midlands,10-19y,postgraduate,working_class,0.375,1.0,2016-2020,0.0,1.0,78901,8730.0,luxury_sedan,basic,0,0,0,1.0,513.15
8605,26-39,male,North West,10-19y,university,upper_class,0.902,1.0,after_2020,0.0,0.0,54321,7472.0,family_sedan,standard,0,0,0,0.0,0.0
8606,65+,female,Yorkshire,30y+,university,working_class,0.123,0.0,2010-2015,0.0,0.0,67890,500.0,family_sedan,basic,1,0,0,0.0,0.0
8607,40-64,male,Scotland,20-29y,university,middle_class,0.767,1.0,2010-2015,0.0,0.0,67890,12381.0,suv,standard,1,0,0,0.0,0.0
8608,26-39,male,North West,10-19y,high_school,working_class,0.542,1.0,before_2010,0.0,1.0,78901,3567.0,small_hatchback,advanced,1,0,0,0.0,0.0
8609,40-64,female,Scotland,20-29y,university,middle_class,0.585,0.0,2016-2020,1.0,1.0,54321,11619.0,luxury_sedan,basic,0,0,0,0.0,0.0
8610,26-39,female,East Midlands,0-9y,high_school,middle_class,0.654,1.0,2016-2020,1.0,0.0,10238,4042.0,sports_car,advanced,0,1,0,0.0,0.0
8611,16-25,male,South West,6-9y,university,middle_class,0.554,0.0,before_2010,0.0,0.0,67890,8375.0,suv,basic,1,0,0,1.0,720.21
8612,40-64,female,South East,20-29y,university,working_class,0.684,1.0,2016-2020,1.0,1.0,67890,7390.0,mpv,standard,0,0,0,0.0,0.0
8613,26-39,female,East Anglia,10-19y,high_school,working_class,0.838,1.0,after_2020,1.0,1.0,78901,10618.0,suv,standard,0,0,1,0.0,0.0
8614,40-64,female,Scotland,20-29y,university,working_class,0.126,0.0,2010-2015,1.0,0.0,32765,9513.0,family_sedan,standard,2,0,0,0.0,0.0
8615,40-64,female,South East,10-19y,high_school,middle_class,0.736,1.0,after_2020,1.0,1.0,45678,11761.0,luxury_sedan,advanced,0,0,0,0.0,0.0
8616,40-64,female,London,20-29y,university,working_class,0.36,1.0,2010-2015,1.0,1.0,78901,7385.0,suv,advanced,0,0,0,0.0,0.0
8617,40-64,male,South East,10-19y,high_school,upper_class,0.977,1.0,before_2010,0.0,1.0,78901,5316.0,sports_car,standard,0,0,0,1.0,1743.7
8618,40-64,female,Scotland,20-29y,university,working_class,0.737,1.0,before_2010,1.0,0.0,45678,5153.0,small_hatchback,basic,0,0,0,0.0,0.0
8619,16-25,female,South West,0-2y,postgraduate,working_class,0.765,1.0,2016-2020,0.0,0.0,10238,4285.0,small_hatchback,advanced,1,0,1,0.0,0.0
8620,40-64,female,North West,10-19y,university,working_class,0.702,0.0,before_2010,0.0,0.0,54321,5894.0,suv,standard,0,0,0,0.0,0.0
8621,65+,female,South East,30y+,university,middle_class,0.781,0.0,2010-2015,0.0,0.0,54321,4318.0,luxury_sedan,advanced,0,0,0,0.0,0.0
8622,16-25,female,North West,0-2y,university,working_class,0.76,1.0,before_2010,0.0,0.0,78901,3577.0,sports_car,basic,0,0,0,1.0,4807.82
8623,40-64,male,Scotland,20-29y,university,middle_class,0.582,1.0,2010-2015,1.0,1.0,10238,10303.0,family_sedan,standard,0,0,0,0.0,0.0
8624,40-64,female,Yorkshire,10-19y,none,middle_class,0.836,1.0,2010-2015,1.0,1.0,78901,3598.0,family_sedan,basic,0,0,0,0.0,0.0
8625,65+,male,South West,30y+,high_school,middle_class,0.633,1.0,after_2020,0.0,0.0,45678,5786.0,family_sedan,basic,0,0,1,1.0,2029.98
8626,26-39,female,North East,0-9y,university,middle_class,0.5,1.0,2016-2020,1.0,1.0,78901,11449.0,sports_car,advanced,0,0,0,0.0,0.0
8627,40-64,female,Yorkshire,20-29y,none,working_class,0.381,1.0,2016-2020,1.0,0.0,45678,6952.0,mpv,standard,0,0,0,0.0,0.0
8628,40-64,male,London,20-29y,university,middle_class,0.923,0.0,after_2020,1.0,0.0,67890,3271.0,sports_car,standard,0,0,1,0.0,0.0
8629,40-64,female,West Midlands,10-19y,postgraduate,middle_class,0.583,0.0,2016-2020,1.0,0.0,45678,1554.0,mpv,standard,1,0,0,0.0,0.0
8630,26-39,female,Scotland,10-19y,university,middle_class,0.723,1.0,before_2010,0.0,0.0,45678,6847.0,suv,standard,0,0,0,0.0,0.0
8631,40-64,male,London,20-29y,postgraduate,middle_class,0.762,1.0,before_2010,1.0,1.0,32765,2373.0,family_sedan,basic,0,1,0,1.0,319.53
8632,40-64,male,North West,10-19y,high_school,middle_class,0.378,1.0,after_2020,1.0,1.0,54321,6192.0,family_sedan,basic,0,0,1,0.0,0.0
8633,26-39,male,Scotland,0-9y,postgraduate,working_class,0.467,1.0,before_2010,1.0,1.0,78901,11900.0,small_hatchback,standard,0,0,0,0.0,0.0
8634,40-64,male,South West,10-19y,university,poverty,0.109,1.0,before_2010,1.0,1.0,54321,7700.0,family_sedan,basic,0,0,0,1.0,1768.76
8635,16-25,male,Wales,0-2y,high_school,working_class,0.546,0.0,2010-2015,0.0,0.0,32765,3429.0,family_sedan,basic,0,0,0,1.0,390.0
8636,40-64,male,South West,20-29y,university,working_class,0.859,1.0,2010-2015,1.0,0.0,54321,9623.0,luxury_sedan,standard,0,0,0,0.0,0.0
8637,26-39,female,South East,0-9y,university,upper_class,0.857,1.0,2010-2015,1.0,1.0,10238,8989.0,small_hatchback,standard,1,0,0,0.0,0.0
8638,26-39,female,East Anglia,0-9y,postgraduate,working_class,0.417,1.0,2010-2015,1.0,0.0,78901,9616.0,small_hatchback,basic,0,1,0,0.0,0.0
8639,40-64,female,London,20-29y,postgraduate,upper_class,0.925,0.0,2010-2015,0.0,0.0,67890,9663.0,suv,standard,1,0,0,0.0,0.0
8640,16-25,male,South East,3-5y,university,middle_class,0.83,1.0,after_2020,0.0,0.0,54321,10204.0,sports_car,basic,0,0,0,0.0,0.0
8641,65+,female,West Midlands,30y+,university,middle_class,0.607,1.0,before_2010,1.0,1.0,45678,5764.0,luxury_sedan,standard,0,0,0,0.0,0.0
8642,65+,male,Scotland,30y+,none,working_class,0.63,1.0,2016-2020,1.0,1.0,32765,500.0,luxury_sedan,basic,0,0,0,1.0,2421.48
8643,16-25,female,East Anglia,3-5y,none,middle_class,0.569,1.0,2010-2015,0.0,0.0,78901,4602.0,suv,standard,1,0,0,0.0,0.0
8644,40-64,female,South East,20-29y,high_school,middle_class,0.656,0.0,after_2020,1.0,1.0,10238,8305.0,sports_car,basic,0,0,0,0.0,0.0
8645,40-64,male,East Anglia,20-29y,university,middle_class,0.83,1.0,before_2010,1.0,0.0,45678,7249.0,luxury_sedan,basic,1,0,0,0.0,0.0
8646,40-64,female,Yorkshire,20-29y,university,middle_class,0.769,1.0,after_2020,1.0,1.0,67890,9912.0,small_hatchback,standard,1,0,0,0.0,0.0
8647,26-39,female,West Midlands,10-19y,postgraduate,upper_class,0.899,1.0,before_2010,1.0,1.0,45678,5586.0,sports_car,advanced,0,0,0,0.0,0.0
8648,65+,female,North West,30y+,university,middle_class,0.693,1.0,2016-2020,0.0,0.0,45678,3620.0,family_sedan,basic,0,0,0,0.0,0.0
8649,65+,male,North West,30y+,high_school,working_class,0.229,1.0,2010-2015,1.0,1.0,54321,3331.0,luxury_sedan,advanced,2,0,2,0.0,0.0
8650,65+,female,Yorkshire,30y+,high_school,working_class,0.473,1.0,before_2010,1.0,0.0,78901,4529.0,luxury_sedan,standard,0,0,0,0.0,0.0
8651,26-39,female,Wales,0-9y,university,working_class,0.804,1.0,2010-2015,1.0,0.0,45678,7760.0,family_sedan,basic,0,0,0,0.0,0.0
8652,40-64,female,West Midlands,20-29y,university,middle_class,0.882,1.0,2010-2015,1.0,0.0,32765,9254.0,family_sedan,standard,1,0,1,0.0,0.0
8653,26-39,male,East Anglia,0-9y,university,middle_class,0.65,1.0,after_2020,0.0,0.0,45678,8774.0,luxury_sedan,advanced,1,0,0,0.0,0.0
8654,16-25,female,West Midlands,0-2y,university,middle_class,0.82,1.0,2010-2015,0.0,0.0,10238,500.0,sports_car,basic,0,0,1,1.0,1224.02
8655,26-39,female,Scotland,10-19y,high_school,middle_class,0.448,1.0,before_2010,1.0,0.0,78901,3551.0,small_hatchback,advanced,0,0,0,0.0,0.0
8656,16-25,male,North West,0-2y,university,working_class,0.577,1.0,before_2010,0.0,0.0,32765,8193.0,small_hatchback,basic,1,0,0,1.0,407.8
8657,40-64,female,East Anglia,20-29y,postgraduate,middle_class,0.493,1.0,2010-2015,1.0,1.0,32765,8259.0,small_hatchback,advanced,3,0,0,0.0,0.0
8658,26-39,male,North West,10-19y,high_school,poverty,0.222,1.0,2016-2020,0.0,0.0,67890,8092.0,family_sedan,basic,1,0,0,0.0,0.0
8659,40-64,female,Wales,20-29y,high_school,working_class,0.202,1.0,before_2010,0.0,0.0,45678,6048.0,suv,basic,0,0,1,0.0,0.0
8660,40-64,female,London,20-29y,postgraduate,middle_class,0.563,1.0,2016-2020,1.0,1.0,32765,6398.0,mpv,advanced,0,0,0,0.0,0.0
8661,26-39,female,West Midlands,10-19y,university,working_class,0.563,0.0,2010-2015,0.0,0.0,67890,1082.0,family_sedan,basic,0,0,1,0.0,0.0
8662,26-39,male,North East,0-9y,university,middle_class,0.381,1.0,2016-2020,0.0,0.0,67890,10346.0,family_sedan,advanced,0,0,1,0.0,0.0
8663,40-64,male,East Midlands,10-19y,high_school,middle_class,0.67,0.0,before_2010,1.0,1.0,54321,6780.0,suv,advanced,0,1,0,0.0,0.0
8664,26-39,male,North West,10-19y,postgraduate,working_class,0.841,1.0,before_2010,0.0,0.0,10238,1131.0,sports_car,advanced,0,0,0,0.0,0.0
8665,26-39,female,North East,10-19y,university,middle_class,0.772,1.0,2010-2015,1.0,1.0,67890,8142.0,luxury_sedan,basic,0,0,0,0.0,0.0
8666,26-39,male,South East,10-19y,university,working_class,0.659,1.0,before_2010,1.0,1.0,67890,2046.0,small_hatchback,basic,0,0,1,0.0,0.0
8667,16-25,female,North West,0-2y,university,middle_class,0.236,1.0,2016-2020,0.0,0.0,10238,1268.0,small_hatchback,standard,2,0,2,0.0,0.0
8668,65+,male,East Midlands,30y+,postgraduate,middle_class,0.874,1.0,2016-2020,1.0,1.0,32765,1169.0,luxury_sedan,basic,0,0,1,0.0,0.0
8669,26-39,female,North West,10-19y,university,upper_class,0.626,1.0,2016-2020,0.0,1.0,10238,5258.0,suv,standard,0,0,1,0.0,0.0
8670,26-39,male,West Midlands,10-19y,high_school,middle_class,0.557,1.0,after_2020,0.0,1.0,32765,7892.0,sports_car,standard,0,0,0,0.0,0.0
8671,26-39,male,North West,10-19y,high_school,working_class,0.457,1.0,2016-2020,1.0,0.0,32765,3947.0,family_sedan,standard,0,0,0,0.0,0.0
8672,40-64,male,East Midlands,20-29y,high_school,working_class,0.593,1.0,before_2010,1.0,1.0,10238,3860.0,suv,basic,0,0,0,0.0,0.0
8673,40-64,female,Scotland,20-29y,university,middle_class,0.556,1.0,after_2020,1.0,0.0,32765,10675.0,family_sedan,standard,0,0,0,0.0,0.0
8674,26-39,male,Wales,10-19y,university,middle_class,0.818,1.0,2010-2015,1.0,1.0,67890,5977.0,mpv,standard,0,1,0,0.0,0.0
8675,65+,female,London,30y+,university,upper_class,0.943,1.0,2010-2015,1.0,1.0,67890,2713.0,family_sedan,standard,0,0,0,0.0,0.0
8676,26-39,male,Wales,10-19y,high_school,middle_class,0.83,1.0,2010-2015,1.0,1.0,67890,8048.0,suv,advanced,0,1,0,0.0,0.0
8677,65+,female,South West,30y+,university,working_class,0.436,1.0,2016-2020,0.0,0.0,78901,9804.0,luxury_sedan,advanced,1,0,0,0.0,0.0
8678,16-25,female,North West,0-2y,postgraduate,middle_class,0.753,1.0,2016-2020,0.0,0.0,54321,6276.0,small_hatchback,standard,1,0,1,1.0,556.12
8679,26-39,male,Yorkshire,0-9y,postgraduate,working_class,0.423,1.0,2010-2015,0.0,0.0,45678,2951.0,suv,standard,1,0,0,0.0,0.0
8680,40-64,male,London,20-29y,high_school,middle_class,0.775,1.0,before_2010,1.0,1.0,78901,4635.0,family_sedan,basic,0,0,1,1.0,1941.85
8681,40-64,female,North East,20-29y,university,middle_class,0.584,1.0,after_2020,1.0,1.0,32765,8165.0,suv,standard,0,0,0,0.0,0.0
8682,65+,female,North West,30y+,university,middle_class,0.775,1.0,before_2010,0.0,0.0,10238,3363.0,family_sedan,basic,0,0,0,0.0,0.0
8683,40-64,male,North East,20-29y,university,poverty,0.275,1.0,2016-2020,1.0,1.0,54321,6624.0,sports_car,standard,0,0,1,0.0,0.0
8684,16-25,female,Scotland,0-2y,high_school,middle_class,0.834,1.0,before_2010,0.0,0.0,54321,6297.0,sports_car,basic,0,0,0,0.0,0.0
8685,65+,female,North East,30y+,university,middle_class,0.293,1.0,before_2010,0.0,0.0,45678,9323.0,family_sedan,basic,0,0,1,1.0,684.47
8686,65+,male,North West,30y+,high_school,middle_class,0.423,1.0,2016-2020,0.0,0.0,67890,2453.0,sports_car,basic,1,0,0,0.0,0.0
8687,40-64,male,Wales,10-19y,university,working_class,0.604,1.0,before_2010,1.0,0.0,10238,9455.0,suv,advanced,0,0,1,0.0,0.0
8688,26-39,male,South East,0-9y,university,poverty,0.294,0.0,before_2010,0.0,1.0,32765,9021.0,family_sedan,standard,1,0,0,0.0,0.0
8689,40-64,female,South West,20-29y,high_school,middle_class,0.841,1.0,2016-2020,1.0,1.0,67890,9778.0,suv,basic,0,0,0,0.0,0.0
8690,26-39,male,Yorkshire,0-9y,high_school,middle_class,0.427,1.0,2010-2015,1.0,1.0,32765,8914.0,suv,basic,0,0,0,0.0,0.0
8691,40-64,male,South East,20-29y,high_school,middle_class,0.576,1.0,2016-2020,1.0,0.0,32765,7037.0,small_hatchback,standard,1,0,0,0.0,0.0
8692,26-39,female,Yorkshire,0-9y,high_school,working_class,0.548,1.0,2010-2015,1.0,1.0,32765,5557.0,suv,advanced,0,0,0,0.0,0.0
8693,40-64,female,London,10-19y,high_school,middle_class,0.581,1.0,after_2020,1.0,1.0,54321,2280.0,suv,advanced,1,0,1,0.0,0.0
8694,26-39,female,South East,10-19y,postgraduate,working_class,0.516,1.0,2016-2020,0.0,0.0,67890,8180.0,small_hatchback,basic,0,0,0,1.0,1449.09
8695,40-64,male,East Midlands,20-29y,high_school,middle_class,0.721,1.0,2016-2020,1.0,0.0,54321,12593.0,mpv,advanced,1,0,1,0.0,0.0
8696,26-39,female,North East,10-19y,university,upper_class,0.742,1.0,after_2020,1.0,1.0,78901,7936.0,suv,basic,0,0,0,1.0,323.44
8697,40-64,female,West Midlands,20-29y,postgraduate,working_class,0.412,1.0,2010-2015,1.0,1.0,10238,8139.0,mpv,standard,1,0,0,0.0,0.0
8698,65+,female,West Midlands,30y+,university,middle_class,0.352,1.0,before_2010,1.0,0.0,78901,1894.0,luxury_sedan,standard,0,0,1,0.0,0.0
8699,65+,female,Wales,30y+,high_school,working_class,0.179,1.0,2010-2015,1.0,1.0,78901,9846.0,luxury_sedan,standard,0,0,0,0.0,0.0
8700,26-39,female,North West,10-19y,postgraduate,working_class,0.261,1.0,2016-2020,0.0,0.0,10238,7861.0,small_hatchback,basic,0,0,0,0.0,0.0
8701,40-64,female,South East,20-29y,high_school,upper_class,0.903,1.0,before_2010,1.0,1.0,45678,12093.0,family_sedan,advanced,0,0,0,0.0,0.0
8702,26-39,male,Yorkshire,10-19y,postgraduate,working_class,0.454,1.0,before_2010,0.0,0.0,10238,9812.0,suv,advanced,0,0,0,0.0,0.0
8703,40-64,male,North West,10-19y,postgraduate,upper_class,0.757,1.0,2016-2020,0.0,0.0,67890,5633.0,small_hatchback,basic,2,0,1,0.0,0.0
8704,65+,female,Yorkshire,30y+,university,middle_class,0.769,1.0,after_2020,1.0,0.0,45678,7460.0,family_sedan,advanced,1,0,1,0.0,0.0
8705,65+,male,North West,30y+,postgraduate,working_class,0.796,1.0,2016-2020,1.0,0.0,45678,4515.0,suv,standard,1,0,1,0.0,0.0
8706,16-25,male,East Midlands,0-2y,none,middle_class,0.841,0.0,2016-2020,1.0,1.0,78901,6549.0,family_sedan,standard,1,0,1,0.0,0.0
8707,40-64,male,Yorkshire,20-29y,high_school,middle_class,0.492,1.0,before_2010,1.0,1.0,67890,9865.0,small_hatchback,basic,0,0,0,0.0,0.0
8708,26-39,male,South West,10-19y,university,middle_class,0.382,1.0,before_2010,1.0,1.0,32765,8576.0,family_sedan,standard,1,0,0,0.0,0.0
8709,40-64,male,East Anglia,20-29y,university,upper_class,0.957,1.0,2016-2020,1.0,0.0,67890,7950.0,family_sedan,basic,0,0,0,0.0,0.0
8710,26-39,male,East Anglia,10-19y,university,upper_class,0.667,1.0,2016-2020,0.0,0.0,78901,6404.0,small_hatchback,standard,0,0,0,0.0,0.0
8711,40-64,male,West Midlands,20-29y,university,working_class,0.402,1.0,2010-2015,1.0,0.0,67890,3211.0,small_hatchback,basic,0,0,0,0.0,0.0
8712,40-64,female,Wales,20-29y,postgraduate,middle_class,0.818,1.0,2016-2020,0.0,0.0,54321,13247.0,family_sedan,standard,1,0,1,0.0,0.0
8713,40-64,male,Scotland,10-19y,university,middle_class,0.853,1.0,before_2010,1.0,0.0,45678,5942.0,luxury_sedan,basic,0,0,0,0.0,0.0
8714,26-39,male,South West,10-19y,postgraduate,working_class,0.237,0.0,before_2010,0.0,0.0,78901,5638.0,suv,standard,2,0,0,0.0,0.0
8715,26-39,male,Wales,10-19y,university,middle_class,0.593,1.0,before_2010,0.0,0.0,54321,5825.0,suv,standard,1,0,0,0.0,0.0
8716,16-25,male,West Midlands,0-2y,postgraduate,middle_class,0.425,1.0,after_2020,0.0,0.0,10238,6593.0,small_hatchback,advanced,2,0,0,0.0,0.0
8717,40-64,female,West Midlands,10-19y,none,working_class,0.644,1.0,after_2020,1.0,0.0,67890,7625.0,family_sedan,standard,0,0,0,0.0,0.0
8718,26-39,female,London,10-19y,postgraduate,upper_class,0.768,0.0,2010-2015,0.0,0.0,78901,7633.0,family_sedan,basic,0,0,1,0.0,0.0
8719,40-64,male,Wales,20-29y,high_school,working_class,0.437,1.0,before_2010,1.0,1.0,10238,5760.0,luxury_sedan,advanced,0,0,0,0.0,0.0
8720,16-25,female,North East,3-5y,university,middle_class,0.796,1.0,after_2020,0.0,0.0,54321,7996.0,family_sedan,advanced,2,0,1,0.0,0.0
8721,65+,male,Yorkshire,20-29y,postgraduate,middle_class,0.752,1.0,2016-2020,0.0,0.0,45678,7995.0,luxury_sedan,standard,0,0,0,0.0,0.0
8722,65+,male,Yorkshire,30y+,university,middle_class,0.528,1.0,after_2020,1.0,1.0,45678,5500.0,family_sedan,standard,1,0,0,0.0,0.0
8723,40-64,male,West Midlands,20-29y,university,upper_class,0.529,1.0,2010-2015,1.0,0.0,54321,500.0,family_sedan,basic,0,0,0,0.0,0.0
8724,65+,male,South West,30y+,university,working_class,0.471,1.0,2016-2020,1.0,1.0,10238,7292.0,family_sedan,basic,0,0,0,1.0,9600.0
8725,65+,female,East Anglia,30y+,university,middle_class,0.743,1.0,2010-2015,1.0,1.0,10238,2766.0,small_hatchback,standard,1,0,0,0.0,0.0
8726,40-64,female,West Midlands,20-29y,high_school,upper_class,0.676,1.0,2016-2020,1.0,1.0,78901,3249.0,luxury_sedan,advanced,0,0,1,0.0,0.0
8727,26-39,male,Scotland,0-9y,university,upper_class,0.97,0.0,2010-2015,0.0,0.0,10238,9705.0,suv,basic,0,0,0,0.0,0.0
8728,65+,male,London,30y+,postgraduate,middle_class,0.313,1.0,2016-2020,0.0,1.0,45678,2957.0,luxury_sedan,advanced,0,0,0,0.0,0.0
8729,40-64,female,East Anglia,10-19y,high_school,upper_class,0.945,1.0,2016-2020,1.0,0.0,67890,8847.0,suv,standard,1,0,0,0.0,0.0
8730,65+,male,West Midlands,30y+,high_school,poverty,0.162,1.0,2010-2015,1.0,1.0,32765,500.0,family_sedan,advanced,0,0,0,0.0,0.0
8731,26-39,female,Yorkshire,0-9y,university,upper_class,0.674,1.0,2010-2015,0.0,0.0,67890,5221.0,family_sedan,standard,1,0,0,0.0,0.0
8732,16-25,male,West Midlands,0-2y,university,poverty,0.262,1.0,2016-2020,0.0,1.0,54321,4070.0,small_hatchback,standard,1,0,2,0.0,0.0
8733,26-39,female,North West,10-19y,university,upper_class,0.829,1.0,after_2020,0.0,0.0,67890,500.0,family_sedan,standard,0,0,0,0.0,0.0
8734,40-64,male,Yorkshire,10-19y,high_school,middle_class,0.928,1.0,before_2010,0.0,0.0,67890,5330.0,suv,standard,0,0,0,0.0,0.0
8735,40-64,male,East Anglia,10-19y,none,working_class,0.385,1.0,2010-2015,1.0,1.0,67890,9159.0,suv,standard,0,0,0,0.0,0.0
8736,40-64,female,North East,20-29y,university,middle_class,0.853,1.0,2016-2020,1.0,1.0,54321,7317.0,suv,basic,1,0,0,0.0,0.0
8737,40-64,female,West Midlands,10-19y,postgraduate,middle_class,0.686,1.0,after_2020,1.0,0.0,54321,3120.0,small_hatchback,standard,0,0,0,0.0,0.0
8738,26-39,female,Yorkshire,10-19y,university,upper_class,0.954,1.0,2010-2015,1.0,1.0,32765,11421.0,suv,standard,0,0,0,0.0,0.0
